                                GateName	         GateType	     Level	       CC0	       CC1	        CB
             c1908SCOAP.DUT.fanout_n_289	         fanout_n	        28	        37	         3	        73
             c1908SCOAP.DUT.fanout_n_290	         fanout_n	        28	        20	        31	        36
             c1908SCOAP.DUT.fanout_n_291	         fanout_n	        28	        26	        36	        39
             c1908SCOAP.DUT.fanout_n_292	         fanout_n	        28	         5	        24	        19
             c1908SCOAP.DUT.fanout_n_293	         fanout_n	        28	         5	        24	        19
             c1908SCOAP.DUT.fanout_n_294	         fanout_n	        29	         8	         8	        69
             c1908SCOAP.DUT.fanout_n_295	         fanout_n	        29	        37	        27	       102
             c1908SCOAP.DUT.fanout_n_296	         fanout_n	        31	         8	         8	        69
             c1908SCOAP.DUT.fanout_n_297	         fanout_n	        31	         9	         9	        68
             c1908SCOAP.DUT.fanout_n_298	         fanout_n	        31	         8	         8	        69
             c1908SCOAP.DUT.fanout_n_299	         fanout_n	        32	        10	        10	        67
             c1908SCOAP.DUT.fanout_n_300	         fanout_n	        32	        29	        38	        12
             c1908SCOAP.DUT.fanout_n_301	         fanout_n	        32	        28	        40	        12
             c1908SCOAP.DUT.fanout_n_302	         fanout_n	        33	        41	         3	        75
             c1908SCOAP.DUT.fanout_n_303	         fanout_n	        33	         9	         9	        68
             c1908SCOAP.DUT.fanout_n_304	         fanout_n	        33	         8	         8	        69
             c1908SCOAP.DUT.fanout_n_305	         fanout_n	        34	        35	         3	        74
             c1908SCOAP.DUT.fanout_n_306	         fanout_n	        34	        43	         3	        75
             c1908SCOAP.DUT.fanout_n_307	         fanout_n	        34	        11	        11	        66
             c1908SCOAP.DUT.fanout_n_308	         fanout_n	        34	        10	        10	        67
             c1908SCOAP.DUT.fanout_n_309	         fanout_n	        35	        10	        19	        59
             c1908SCOAP.DUT.fanout_n_310	         fanout_n	        35	         9	        18	        59
             c1908SCOAP.DUT.fanout_n_311	         fanout_n	        35	         9	        18	        59
             c1908SCOAP.DUT.fanout_n_312	         fanout_n	        35	         9	        17	        60
             c1908SCOAP.DUT.fanout_n_313	         fanout_n	        35	        41	         3	        78
             c1908SCOAP.DUT.fanout_n_314	         fanout_n	        35	        41	         3	        74
             c1908SCOAP.DUT.fanout_n_315	         fanout_n	        36	        35	         3	        76
             c1908SCOAP.DUT.fanout_n_316	         fanout_n	        36	        35	         3	        73
             c1908SCOAP.DUT.fanout_n_317	         fanout_n	        36	        43	         3	        78
             c1908SCOAP.DUT.fanout_n_318	         fanout_n	        36	        43	         3	        74
             c1908SCOAP.DUT.fanout_n_319	         fanout_n	        39	         8	         8	        70
             c1908SCOAP.DUT.fanout_n_320	         fanout_n	        40	        10	        11	        67
             c1908SCOAP.DUT.fanout_n_321	         fanout_n	        40	         8	         8	        70
             c1908SCOAP.DUT.fanout_n_322	         fanout_n	        41	         9	         9	        69
             c1908SCOAP.DUT.fanout_n_323	         fanout_n	        41	         8	         8	        69
             c1908SCOAP.DUT.fanout_n_324	         fanout_n	        42	        12	        11	        67
             c1908SCOAP.DUT.fanout_n_325	         fanout_n	        42	         6	        14	        64
             c1908SCOAP.DUT.fanout_n_326	         fanout_n	        42	         9	         9	        70
             c1908SCOAP.DUT.fanout_n_327	         fanout_n	        42	         5	        11	        67
             c1908SCOAP.DUT.fanout_n_328	         fanout_n	        42	        63	         5	        11
             c1908SCOAP.DUT.fanout_n_329	         fanout_n	        44	         6	        14	        65
             c1908SCOAP.DUT.fanout_n_330	         fanout_n	        44	         6	        14	        63
             c1908SCOAP.DUT.fanout_n_331	         fanout_n	        44	         5	        11	        66
             c1908SCOAP.DUT.fanout_n_332	         fanout_n	        44	         5	        11	        66
             c1908SCOAP.DUT.fanout_n_333	         fanout_n	        43	        10	        21	        58
             c1908SCOAP.DUT.fanout_n_334	         fanout_n	        43	        10	        20	        58
             c1908SCOAP.DUT.fanout_n_335	         fanout_n	        43	         9	        20	        57
             c1908SCOAP.DUT.fanout_n_336	         fanout_n	        43	         9	        19	        58
             c1908SCOAP.DUT.fanout_n_337	         fanout_n	        44	         6	        14	        64
             c1908SCOAP.DUT.fanout_n_338	         fanout_n	        44	         5	        12	        67
             c1908SCOAP.DUT.fanout_n_339	         fanout_n	        46	        72	         6	        69
             c1908SCOAP.DUT.fanout_n_340	         fanout_n	        46	        72	         6	        69
             c1908SCOAP.DUT.fanout_n_341	         fanout_n	        46	        72	         6	        69
             c1908SCOAP.DUT.fanout_n_342	         fanout_n	        46	        72	         6	        69
             c1908SCOAP.DUT.fanout_n_343	         fanout_n	        46	        70	         6	        69
             c1908SCOAP.DUT.fanout_n_344	         fanout_n	        46	        70	         6	        69
             c1908SCOAP.DUT.fanout_n_345	         fanout_n	        46	        70	         6	        69
             c1908SCOAP.DUT.fanout_n_346	         fanout_n	        46	         6	        72	         7
             c1908SCOAP.DUT.fanout_n_347	         fanout_n	        46	         6	        72	         7
             c1908SCOAP.DUT.fanout_n_348	         fanout_n	        46	         6	        72	         7
             c1908SCOAP.DUT.fanout_n_349	         fanout_n	        46	         6	        72	         7
             c1908SCOAP.DUT.fanout_n_350	         fanout_n	        46	         6	        70	         7
             c1908SCOAP.DUT.fanout_n_351	         fanout_n	        46	         6	        70	         7
             c1908SCOAP.DUT.fanout_n_352	         fanout_n	        46	         6	        70	         7
             c1908SCOAP.DUT.fanout_n_353	         fanout_n	        46	        72	         6	        69
             c1908SCOAP.DUT.fanout_n_354	         fanout_n	        46	        72	         6	        69
             c1908SCOAP.DUT.fanout_n_355	         fanout_n	        46	        72	         6	        69
             c1908SCOAP.DUT.fanout_n_356	         fanout_n	        46	        72	         6	        69
             c1908SCOAP.DUT.fanout_n_357	         fanout_n	        46	        72	         6	        69
             c1908SCOAP.DUT.fanout_n_358	         fanout_n	        46	        71	         6	        69
             c1908SCOAP.DUT.fanout_n_359	         fanout_n	        46	        71	         6	        69
             c1908SCOAP.DUT.fanout_n_360	         fanout_n	        46	        71	         6	        69
             c1908SCOAP.DUT.fanout_n_361	         fanout_n	        46	        71	         6	        69
             c1908SCOAP.DUT.fanout_n_362	         fanout_n	        46	         6	        72	         7
             c1908SCOAP.DUT.fanout_n_363	         fanout_n	        46	         6	        72	         7
             c1908SCOAP.DUT.fanout_n_364	         fanout_n	        46	         6	        72	         7
             c1908SCOAP.DUT.fanout_n_365	         fanout_n	        46	         6	        72	         7
             c1908SCOAP.DUT.fanout_n_366	         fanout_n	        46	         6	        72	         7
             c1908SCOAP.DUT.fanout_n_367	         fanout_n	        46	         6	        71	         7
             c1908SCOAP.DUT.fanout_n_368	         fanout_n	        46	         6	        71	         7
             c1908SCOAP.DUT.fanout_n_369	         fanout_n	        46	         6	        71	         7
             c1908SCOAP.DUT.fanout_n_370	         fanout_n	        46	         6	        71	         7
             c1908SCOAP.DUT.fanout_n_371	         fanout_n	        48	        73	        49	        83
             c1908SCOAP.DUT.fanout_n_372	         fanout_n	        48	        71	        49	        83
             c1908SCOAP.DUT.fanout_n_373	         fanout_n	        49	         3	        76	        23
             c1908SCOAP.DUT.fanout_n_374	         fanout_n	        49	         3	        74	        23
             c1908SCOAP.DUT.fanout_n_375	         fanout_n	        50	        99	        72	        33
             c1908SCOAP.DUT.fanout_n_376	         fanout_n	        52	         2	        79	        48
             c1908SCOAP.DUT.fanout_n_377	         fanout_n	        52	         2	        75	        50
             c1908SCOAP.DUT.fanout_n_378	         fanout_n	        52	         2	        75	        44
             c1908SCOAP.DUT.fanout_n_379	         fanout_n	        52	         2	        75	        30
             c1908SCOAP.DUT.fanout_n_380	         fanout_n	        52	         2	        78	        44
             c1908SCOAP.DUT.fanout_n_381	         fanout_n	        52	         2	        75	        64
             c1908SCOAP.DUT.fanout_n_382	         fanout_n	        53	        11	        30	         9
             c1908SCOAP.DUT.fanout_n_383	         fanout_n	        53	        11	        30	         9
             c1908SCOAP.DUT.fanout_n_384	         fanout_n	        56	        31	        41	        22
                   c1908SCOAP.DUT.NOT1_1	             notg	         2	         2	         2	        56
                   c1908SCOAP.DUT.NOT1_2	             notg	         2	         2	         2	        62
                   c1908SCOAP.DUT.NOT1_3	             notg	         2	         2	         2	        55
                   c1908SCOAP.DUT.NOT1_4	             notg	         2	         2	         2	        66
                   c1908SCOAP.DUT.NOT1_5	             notg	         2	         2	         2	        65
                   c1908SCOAP.DUT.NOT1_6	             notg	         2	         2	         2	        58
                   c1908SCOAP.DUT.NOT1_7	             notg	         2	         2	         2	        74
                   c1908SCOAP.DUT.NOT1_8	             notg	         2	         2	         2	        58
                   c1908SCOAP.DUT.NOT1_9	             notg	         2	         2	         2	        65
                  c1908SCOAP.DUT.NOT1_10	             notg	         2	         2	         2	        58
                  c1908SCOAP.DUT.NOT1_11	             notg	         2	         2	         2	        67
                  c1908SCOAP.DUT.NOT1_12	             notg	         2	         2	         2	        55
                  c1908SCOAP.DUT.NOT1_13	             notg	         2	         2	         2	        59
                  c1908SCOAP.DUT.NOT1_14	             notg	         2	         2	         2	        65
                  c1908SCOAP.DUT.NOT1_15	             notg	         2	         2	         2	        58
                  c1908SCOAP.DUT.NOT1_16	             notg	         2	         2	         2	        68
                 c1908SCOAP.DUT.NAND2_17	           nand_n	         2	         3	         2	        23
                 c1908SCOAP.DUT.NAND2_18	           nand_n	         2	         3	         2	        23
                  c1908SCOAP.DUT.NOT1_19	             notg	         2	         2	         2	        60
                  c1908SCOAP.DUT.NOT1_20	             notg	         2	         2	         2	        77
                 c1908SCOAP.DUT.BUFF1_21	             bufg	         2	         1	         1	        46
                 c1908SCOAP.DUT.BUFF1_22	             bufg	         2	         1	         1	        77
                  c1908SCOAP.DUT.NOT1_23	             notg	         2	         2	         2	        76
                  c1908SCOAP.DUT.NOT1_24	             notg	         2	         2	         2	        76
                  c1908SCOAP.DUT.NOT1_25	             notg	         2	         2	         2	        76
                  c1908SCOAP.DUT.NOT1_26	             notg	         2	         2	         2	        76
                  c1908SCOAP.DUT.NOT1_27	             notg	         2	         2	         2	        97
                  c1908SCOAP.DUT.NOT1_28	             notg	         2	         2	         2	        95
                  c1908SCOAP.DUT.NOT1_29	             notg	         2	         2	         2	        43
                  c1908SCOAP.DUT.NOT1_30	             notg	         2	         2	         2	        43
                 c1908SCOAP.DUT.BUFF1_31	             bufg	         2	         1	         1	       104
                  c1908SCOAP.DUT.NOT1_32	             notg	         2	         2	         2	       103
                 c1908SCOAP.DUT.BUFF1_33	             bufg	         2	         1	         1	        79
                  c1908SCOAP.DUT.NOT1_34	             notg	         2	         2	         2	        76
                 c1908SCOAP.DUT.BUFF1_35	             bufg	         2	         1	         1	        78
                  c1908SCOAP.DUT.NOT1_36	             notg	         2	         2	         2	        36
                  c1908SCOAP.DUT.NOT1_37	             notg	         2	         2	         2	        12
                 c1908SCOAP.DUT.BUFF1_38	             bufg	         2	         1	         1	        24
                  c1908SCOAP.DUT.NOT1_39	             notg	         2	         2	         2	        45
                 c1908SCOAP.DUT.BUFF1_40	             bufg	         2	         1	         1	        44
                 c1908SCOAP.DUT.BUFF1_41	             bufg	         2	         1	         1	        37
                  c1908SCOAP.DUT.NOT1_42	             notg	         2	         2	         2	        14
                 c1908SCOAP.DUT.BUFF1_43	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_44	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_45	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_46	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_47	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_48	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_49	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_50	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_51	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_52	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_53	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_54	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_55	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_56	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_57	             bufg	         2	         1	         1	        13
                 c1908SCOAP.DUT.BUFF1_58	             bufg	         2	         1	         1	        13
                  c1908SCOAP.DUT.NOT1_59	             notg	         4	         2	         2	        77
                  c1908SCOAP.DUT.NOT1_60	             notg	         4	         2	         2	        77
                  c1908SCOAP.DUT.NOT1_61	             notg	         4	         2	         2	        77
                  c1908SCOAP.DUT.NOT1_62	             notg	         4	         2	         2	        77
                  c1908SCOAP.DUT.NOT1_63	             notg	         4	         2	         2	        77
                  c1908SCOAP.DUT.NOT1_64	             notg	         4	         2	         2	        77
                  c1908SCOAP.DUT.NOT1_65	             notg	         4	         2	         2	        77
                  c1908SCOAP.DUT.NOT1_66	             notg	         4	         2	         2	        77
                  c1908SCOAP.DUT.NOT1_67	             notg	         4	         2	         2	        77
                  c1908SCOAP.DUT.NOT1_68	             notg	         4	         2	         2	        75
                  c1908SCOAP.DUT.NOT1_69	             notg	         4	         2	         2	        76
                  c1908SCOAP.DUT.NOT1_70	             notg	         4	         2	         2	        76
                  c1908SCOAP.DUT.NOT1_71	             notg	         4	         2	         2	        76
                  c1908SCOAP.DUT.NOT1_72	             notg	         4	         2	         2	        76
                  c1908SCOAP.DUT.NOT1_73	             notg	         4	         2	         2	        75
                  c1908SCOAP.DUT.NOT1_74	             notg	         4	         2	         2	        75
                 c1908SCOAP.DUT.NAND2_75	           nand_n	         4	         4	         2	        45
                 c1908SCOAP.DUT.NAND2_76	           nand_n	         4	         4	         2	        47
                 c1908SCOAP.DUT.NAND2_77	           nand_n	         4	         4	         2	        43
                 c1908SCOAP.DUT.NAND2_78	           nand_n	         4	         4	         2	        41
                 c1908SCOAP.DUT.NAND2_79	           nand_n	         4	         4	         2	        34
                 c1908SCOAP.DUT.NAND2_80	           nand_n	         4	         4	         2	        41
                 c1908SCOAP.DUT.BUFF1_81	             bufg	         4	         2	         2	        79
                 c1908SCOAP.DUT.BUFF1_82	             bufg	         4	         2	         2	        82
                 c1908SCOAP.DUT.BUFF1_83	             bufg	         4	         2	         2	        79
                 c1908SCOAP.DUT.BUFF1_84	             bufg	         4	         2	         2	        82
                 c1908SCOAP.DUT.BUFF1_85	             bufg	         4	         2	         2	        79
                 c1908SCOAP.DUT.BUFF1_86	             bufg	         4	         2	         2	        82
                  c1908SCOAP.DUT.AND2_87	            and_n	         4	         2	         4	        70
                 c1908SCOAP.DUT.BUFF1_88	             bufg	         4	         2	         2	        76
                 c1908SCOAP.DUT.BUFF1_89	             bufg	         4	         2	         2	        78
                 c1908SCOAP.DUT.BUFF1_90	             bufg	         4	         2	         2	        81
                  c1908SCOAP.DUT.AND2_91	            and_n	         4	         2	         4	        69
                 c1908SCOAP.DUT.BUFF1_92	             bufg	         4	         2	         2	        72
                  c1908SCOAP.DUT.AND3_93	            and_n	         4	         2	         6	        56
                 c1908SCOAP.DUT.BUFF1_94	             bufg	         4	         2	         2	        67
                 c1908SCOAP.DUT.BUFF1_95	             bufg	         4	         2	         2	        70
                 c1908SCOAP.DUT.NAND2_96	           nand_n	         4	         4	         2	        41
                 c1908SCOAP.DUT.NAND2_97	           nand_n	         4	         4	         2	        41
                 c1908SCOAP.DUT.NAND2_98	           nand_n	         4	         3	         2	        77
                 c1908SCOAP.DUT.NAND2_99	           nand_n	         4	         4	         2	        74
                c1908SCOAP.DUT.NAND2_100	           nand_n	         4	         5	         3	        74
                c1908SCOAP.DUT.BUFF1_101	             bufg	         4	         2	         2	        65
                c1908SCOAP.DUT.BUFF1_102	             bufg	         4	         2	         2	        65
                c1908SCOAP.DUT.BUFF1_103	             bufg	         4	         2	         2	        64
                c1908SCOAP.DUT.BUFF1_104	             bufg	         4	         2	         2	        64
                c1908SCOAP.DUT.BUFF1_105	             bufg	         4	         2	         2	        55
                c1908SCOAP.DUT.BUFF1_106	             bufg	         4	         2	         2	       126
                c1908SCOAP.DUT.BUFF1_107	             bufg	         4	         2	         2	        61
                c1908SCOAP.DUT.BUFF1_108	             bufg	         4	         2	         2	        66
                c1908SCOAP.DUT.BUFF1_109	             bufg	         4	         2	         2	        54
                 c1908SCOAP.DUT.AND3_110	            and_n	         4	         2	         5	        42
                c1908SCOAP.DUT.BUFF1_111	             bufg	         4	         2	         2	        54
                c1908SCOAP.DUT.BUFF1_112	             bufg	         4	         2	         2	        70
                c1908SCOAP.DUT.BUFF1_113	             bufg	         4	         2	         2	        58
                 c1908SCOAP.DUT.AND3_114	            and_n	         4	         2	         5	        58
                c1908SCOAP.DUT.BUFF1_115	             bufg	         4	         2	         2	        79
                c1908SCOAP.DUT.BUFF1_116	             bufg	         4	         2	         2	        75
                c1908SCOAP.DUT.BUFF1_117	             bufg	         4	         2	         2	        79
                c1908SCOAP.DUT.BUFF1_118	             bufg	         4	         2	         2	        75
                c1908SCOAP.DUT.BUFF1_119	             bufg	         4	         2	         2	        78
                c1908SCOAP.DUT.BUFF1_120	             bufg	         4	         2	         2	        75
                c1908SCOAP.DUT.BUFF1_121	             bufg	         4	         2	         2	        78
                c1908SCOAP.DUT.BUFF1_122	             bufg	         4	         2	         2	        75
                 c1908SCOAP.DUT.AND2_123	            and_n	         4	         2	         4	        21
                 c1908SCOAP.DUT.AND2_124	            and_n	         4	         2	         4	        21
                c1908SCOAP.DUT.BUFF1_125	             bufg	         4	         2	         2	       100
                c1908SCOAP.DUT.BUFF1_126	             bufg	         4	         2	         2	        81
                c1908SCOAP.DUT.BUFF1_127	             bufg	         4	         2	         2	        81
                c1908SCOAP.DUT.BUFF1_128	             bufg	         4	         2	         2	        85
                c1908SCOAP.DUT.BUFF1_129	             bufg	         4	         2	         2	        85
                c1908SCOAP.DUT.BUFF1_130	             bufg	         4	         2	         2	        81
                c1908SCOAP.DUT.BUFF1_131	             bufg	         4	         2	         2	        80
                c1908SCOAP.DUT.BUFF1_132	             bufg	         4	         2	         2	        91
                c1908SCOAP.DUT.BUFF1_133	             bufg	         4	         2	         2	       135
                c1908SCOAP.DUT.BUFF1_134	             bufg	         4	         2	         2	        71
                c1908SCOAP.DUT.BUFF1_135	             bufg	         4	         2	         2	        64
                c1908SCOAP.DUT.BUFF1_136	             bufg	         4	         2	         2	        64
                 c1908SCOAP.DUT.AND3_137	            and_n	         4	         2	         6	        69
                c1908SCOAP.DUT.BUFF1_138	             bufg	         4	         2	         2	        69
                c1908SCOAP.DUT.BUFF1_139	             bufg	         4	         2	         2	        69
                c1908SCOAP.DUT.BUFF1_140	             bufg	         4	         2	         2	        73
                c1908SCOAP.DUT.BUFF1_141	             bufg	         4	         2	         2	        57
                c1908SCOAP.DUT.BUFF1_142	             bufg	         4	         2	         2	        57
                c1908SCOAP.DUT.BUFF1_143	             bufg	         4	         2	         2	        57
                c1908SCOAP.DUT.BUFF1_144	             bufg	         4	         2	         2	        57
                c1908SCOAP.DUT.BUFF1_145	             bufg	         4	         2	         2	        73
                c1908SCOAP.DUT.BUFF1_146	             bufg	         4	         2	         2	        73
                 c1908SCOAP.DUT.NOT1_147	             notg	         6	         5	         3	        36
                 c1908SCOAP.DUT.NOT1_148	             notg	         6	         5	         3	        36
                 c1908SCOAP.DUT.NOT1_149	             notg	         6	         3	         3	        64
                 c1908SCOAP.DUT.NOT1_150	             notg	         6	         3	         3	        64
                 c1908SCOAP.DUT.NOT1_151	             notg	         6	         3	         3	        63
                 c1908SCOAP.DUT.NOT1_152	             notg	         6	         3	         3	        63
                 c1908SCOAP.DUT.NOT1_153	             notg	         6	         3	         3	       129
                 c1908SCOAP.DUT.NOT1_154	             notg	         6	         6	         3	        41
                 c1908SCOAP.DUT.NOT1_155	             notg	         6	         3	         3	        69
                 c1908SCOAP.DUT.NOT1_156	             notg	         6	         3	         3	        60
                 c1908SCOAP.DUT.NOT1_157	             notg	         6	         6	         3	        57
                 c1908SCOAP.DUT.AND2_158	            and_n	         6	         2	         5	       122
                 c1908SCOAP.DUT.AND2_159	            and_n	         6	         2	         4	       118
                c1908SCOAP.DUT.NAND2_160	           nand_n	         6	         5	         2	        72
                c1908SCOAP.DUT.NAND2_161	           nand_n	         6	         4	         2	        72
                c1908SCOAP.DUT.NAND2_162	           nand_n	         6	         5	         2	        76
                c1908SCOAP.DUT.NAND2_163	           nand_n	         6	         4	         2	        76
                 c1908SCOAP.DUT.NOT1_164	             notg	         6	         3	         3	        74
                 c1908SCOAP.DUT.NOT1_165	             notg	         6	         3	         3	        78
                 c1908SCOAP.DUT.NOT1_166	             notg	         6	         3	         3	        74
                 c1908SCOAP.DUT.NOT1_167	             notg	         6	         3	         3	        78
                 c1908SCOAP.DUT.NOT1_168	             notg	         6	         3	         3	        74
                 c1908SCOAP.DUT.NOT1_169	             notg	         6	         3	         3	        77
                 c1908SCOAP.DUT.NOT1_170	             notg	         6	         3	         3	        74
                 c1908SCOAP.DUT.NOT1_171	             notg	         6	         3	         3	        77
                c1908SCOAP.DUT.NAND4_172	           nand_n	         6	         7	         2	        75
                c1908SCOAP.DUT.NAND4_173	           nand_n	         6	         7	         2	        73
                c1908SCOAP.DUT.NAND3_174	           nand_n	         6	         6	         2	        73
                 c1908SCOAP.DUT.AND3_175	            and_n	         6	         2	         6	       201
                c1908SCOAP.DUT.BUFF1_176	             bufg	         6	         2	         2	        97
                 c1908SCOAP.DUT.NOT1_177	             notg	         6	         3	         3	        99
                c1908SCOAP.DUT.BUFF1_178	             bufg	         6	         2	         2	        78
                 c1908SCOAP.DUT.NOT1_179	             notg	         6	         3	         3	        80
                c1908SCOAP.DUT.BUFF1_180	             bufg	         6	         2	         2	        78
                 c1908SCOAP.DUT.NOT1_181	             notg	         6	         3	         3	        80
                c1908SCOAP.DUT.BUFF1_182	             bufg	         6	         2	         2	        82
                 c1908SCOAP.DUT.NOT1_183	             notg	         6	         3	         3	        84
                c1908SCOAP.DUT.BUFF1_184	             bufg	         6	         2	         2	        82
                 c1908SCOAP.DUT.NOT1_185	             notg	         6	         3	         3	        84
                c1908SCOAP.DUT.BUFF1_186	             bufg	         6	         2	         2	        78
                 c1908SCOAP.DUT.NOT1_187	             notg	         6	         3	         3	        80
                c1908SCOAP.DUT.BUFF1_188	             bufg	         6	         2	         4	        69
                c1908SCOAP.DUT.BUFF1_189	             bufg	         6	         2	         4	       132
                c1908SCOAP.DUT.BUFF1_190	             bufg	         6	         2	         2	        77
                 c1908SCOAP.DUT.NOT1_191	             notg	         6	         3	         3	        79
                c1908SCOAP.DUT.BUFF1_192	             bufg	         6	         2	         2	        88
                 c1908SCOAP.DUT.NOT1_193	             notg	         6	         3	         3	        90
                c1908SCOAP.DUT.BUFF1_194	             bufg	         6	         2	         4	       132
                 c1908SCOAP.DUT.NOT1_195	             notg	         6	         3	         3	       134
                c1908SCOAP.DUT.BUFF1_196	             bufg	         6	         2	         4	        68
                 c1908SCOAP.DUT.NOT1_197	             notg	         6	         3	         3	        70
                c1908SCOAP.DUT.BUFF1_198	             bufg	         6	         2	         6	        55
                 c1908SCOAP.DUT.NOT1_199	             notg	         6	         3	         3	        58
                c1908SCOAP.DUT.BUFF1_200	             bufg	         6	         2	         6	       126
                 c1908SCOAP.DUT.NOT1_201	             notg	         6	         3	         3	        63
                 c1908SCOAP.DUT.NOT1_202	             notg	         6	         3	         3	        63
                 c1908SCOAP.DUT.NOT1_203	             notg	         6	         3	         3	        60
                 c1908SCOAP.DUT.NOT1_204	             notg	         6	         7	         3	        68
                 c1908SCOAP.DUT.NOT1_205	             notg	         6	         3	         3	        72
                 c1908SCOAP.DUT.NOT1_206	             notg	         6	         3	         3	        65
                c1908SCOAP.DUT.BUFF1_207	             bufg	         6	         2	         2	        66
                 c1908SCOAP.DUT.NOT1_208	             notg	         6	         3	         3	        68
                c1908SCOAP.DUT.BUFF1_209	             bufg	         6	         2	         2	        70
                 c1908SCOAP.DUT.NOT1_210	             notg	         6	         3	         3	        72
                 c1908SCOAP.DUT.NOT1_211	             notg	         6	         3	         3	        56
                 c1908SCOAP.DUT.NOT1_212	             notg	         6	         3	         3	        56
                 c1908SCOAP.DUT.NOT1_213	             notg	         6	         3	         3	        53
                 c1908SCOAP.DUT.NOT1_214	             notg	         6	         3	         3	        56
                 c1908SCOAP.DUT.NOT1_215	             notg	         6	         3	         3	        56
                 c1908SCOAP.DUT.NOT1_216	             notg	         6	         3	         3	        53
                 c1908SCOAP.DUT.NOT1_217	             notg	         6	         3	         3	        72
                 c1908SCOAP.DUT.NOT1_218	             notg	         6	         3	         3	        72
                c1908SCOAP.DUT.BUFF1_219	             bufg	         6	         2	         2	       100
                c1908SCOAP.DUT.BUFF1_220	             bufg	         6	         2	         2	        81
                c1908SCOAP.DUT.BUFF1_221	             bufg	         6	         2	         2	        81
                c1908SCOAP.DUT.BUFF1_222	             bufg	         6	         2	         2	        85
                c1908SCOAP.DUT.BUFF1_223	             bufg	         6	         2	         2	        85
                c1908SCOAP.DUT.BUFF1_224	             bufg	         6	         2	         2	        81
                c1908SCOAP.DUT.BUFF1_225	             bufg	         6	         2	         2	        75
                c1908SCOAP.DUT.BUFF1_226	             bufg	         6	         2	         2	       138
                c1908SCOAP.DUT.BUFF1_227	             bufg	         6	         2	         2	        80
                c1908SCOAP.DUT.BUFF1_228	             bufg	         6	         2	         2	        91
                c1908SCOAP.DUT.BUFF1_229	             bufg	         6	         2	         2	       135
                c1908SCOAP.DUT.BUFF1_230	             bufg	         6	         2	         2	        71
                c1908SCOAP.DUT.BUFF1_231	             bufg	         6	         2	         2	        69
                c1908SCOAP.DUT.BUFF1_232	             bufg	         6	         2	         2	        73
                c1908SCOAP.DUT.NAND2_233	           nand_n	         7	         6	         3	        61
                c1908SCOAP.DUT.NAND2_234	           nand_n	         7	         6	         3	        61
                c1908SCOAP.DUT.NAND2_235	           nand_n	         7	         6	         3	        60
                c1908SCOAP.DUT.NAND2_236	           nand_n	         7	         6	         3	        60
                c1908SCOAP.DUT.NAND2_237	           nand_n	         7	         9	         3	        54
                c1908SCOAP.DUT.NAND2_238	           nand_n	         7	         6	         3	        54
                c1908SCOAP.DUT.NAND2_239	           nand_n	         7	         6	         3	        60
                c1908SCOAP.DUT.NAND2_240	           nand_n	         7	         6	         3	        60
                c1908SCOAP.DUT.NAND2_241	           nand_n	         7	         6	         3	        65
                c1908SCOAP.DUT.NAND2_242	           nand_n	         7	        10	         3	        65
                c1908SCOAP.DUT.NAND2_243	           nand_n	         7	         6	         3	        53
                c1908SCOAP.DUT.NAND2_244	           nand_n	         7	         6	         3	        53
                c1908SCOAP.DUT.NAND2_245	           nand_n	         7	         6	         3	        53
                c1908SCOAP.DUT.NAND2_246	           nand_n	         7	         6	         3	        53
                c1908SCOAP.DUT.NAND2_247	           nand_n	         7	         6	         3	        69
                c1908SCOAP.DUT.NAND2_248	           nand_n	         7	         6	         3	        69
                 c1908SCOAP.DUT.NOT1_249	             notg	         8	         3	         3	        77
                 c1908SCOAP.DUT.NOT1_250	             notg	         8	         3	         3	        96
                c1908SCOAP.DUT.NAND2_251	           nand_n	         8	         7	         7	        57
                 c1908SCOAP.DUT.NOT1_252	             notg	         8	         3	         3	        77
                 c1908SCOAP.DUT.NOT1_253	             notg	         8	         3	         3	        81
                 c1908SCOAP.DUT.NOT1_254	             notg	         8	         3	         3	        77
                 c1908SCOAP.DUT.NOT1_255	             notg	         8	         3	         3	        81
                 c1908SCOAP.DUT.NOT1_256	             notg	         8	         5	         3	       133
                 c1908SCOAP.DUT.NOT1_257	             notg	         8	         3	         3	        87
                 c1908SCOAP.DUT.NOT1_258	             notg	         8	         5	         3	        67
                c1908SCOAP.DUT.NAND2_259	           nand_n	         8	         7	         7	        56
